comment_text,toxic
"U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'",1
"""

 Typo 

Typo right here: 'because the spell together the word """"wanker""""'.  Couldn't change it myself or I would""",1
"Congratulations! 

Your furious defense of the racist propaganda posted by Sitush & Co. makes me wonder whether you are his homosexual wife. So, are you gay? There are many other easier ways to do it. You can protect the article and give exclusive edit rights to the trio. I don't know why you are having such hatred towards us... may be because some of you were illegitimate children produced by Nair fathers.. is it so?",1
"Hey you gayass beaner
Wow you stupid beaners are such assholes. I can not believe that beaners could be this stupid..i mean Mexicans are dumbasses, like yourself....plus you need to lose some weight fatty, and maybe get some dick since you love dildo up your ass, you pussy...ooo Mexicans the most lowliest and stupid piece of shit known to man. It's so funny that you have no life...then agian Mexicans cant to anything useful in society...fuck you.",1
"Hello there you stupid weedhead! 

You are so f***ing stupid and dumb. Stop deleting my pages!! I´m just trying to help. You do also got a very lame and uncool username. /angrybirdlover1337",1
you are a nazi asshole and always will be.,1
you are a gay anti-hindu bastard,1
"You know, for human excrement, you're pretty fast to find vandalism, good job, you have a purpose in life.",1
you studid cock sucker u stop callin me ok its a frank Garrett eatin the worms crawl outa your moms pussy you fucking retardo hit I retardo,1
"Mr. antisemitic, the world hates us and it is not new. Most of the media, most governments in most countries, most of the world really hate us. The reason that the world envies us that God gave us the Torah. And of course after the jealousy has hatred. And that's also why most Muslims hate us crazy. And so they are willing to commit suicide and most importantly try to hit us on the way. Even send their children to suicide bombing. Lol46.120.172.91",1
"Your a racist 

Excuse me?  Nonsense?  Where?  What?

I have proof of every change I have made.  More than I can say for you.",1
Which by code you're asking me to kiss your ass.,1
Maybe it'd be more encyclopedic if you got fucked.,1
Will Rengel ever give up? What an idiot.,1
Take yourwarning and shake salt on it and shove it up your poop pipe...,1
"why you are a bastard 

I hope your dog dies.",1
"sloking man has np penis 

But he does eat babies!",1
"""

  -You can mention whining and abusive behaviour all you like, but I think you know the real reason that you are spending so much time on line, and so little interacting with people offline. You pursued me, and I don't care whether you hide behind a rulebook or not. You have absolutely no understanding of literature, or the arts. Unlike you, I actually work in that area.

You are a bully, and have been cutting a destructive swathe across Wikipedia for some while now. It is a pity that this entire website seems to be taken over by idiot savants, anal retentives and Asperger's types, but there you go. Quoting your beloved website:

""""The term anal retentive (also anally retentive), commonly abbreviated to anal, is used to describe a person who pays such attention to detail that the obsession becomes an annoyance to others, potentially to the detriment of the anal-retentive person.""""

 As for  - you're promoted above yourself, and are clearly unfit for your role. Try looking at both sides of a problem. You've screwed up this time, and should quit before you screw up other people's enjoyment of this website even more. I don't really care if I get banned by you at all, since you've got no power over me whatsoever. You need to spend more time off your computer as well and talking to people face to face. Get some fresh air.-  """,1
"Revert pf Jack Thompson (Attorney) 

Why....................that guy sucks ass dude, and a gamer like yourslef must know that lol.If I wernt an IP id revert it lol.72.138.216.89   (Im not actully a bad person on wikis, Im an admin on sevral wikis on wikia, most notably wookieepedia and the WoW wiki, I just do this shit for fun, try it sometime LOL.",1
"Hullaballoo Wolfowitz,  Does it concern you at all that the reasons you gave for removing the clarifications were completely nonsensical?  You even removed it at one point claiming it was in a section it was not even in!!!  Lets just cut to the chase, you are a Jewish man with an agenda to keep Jewish interests in illegally obtained land, by INTERNATIONAL STANDARDS, away from wikipedia pages and the masses as a whole.  Right?  Regardless, at least be accurate if you are going to start attacking someone for selfish reasons so you do not look like an idiot next time with anyone that takes two seconds to look into this.  AND PLEASE, COMMUNICATE WITH ME DIRECTLY NEXT TIME BEFORE BEING OUTWARDLY HOSTILE AS MY DOOR IS ALWAYS OPEN.  Thanks!   And have a good day!",1
"REPLY ABOVE:
That was me, loser. The UN defines Vietnam to be part of Southeast Asia. And far as I know Vietnam is part of ASEAN, and used to be part of French Indochina with Laos and all those shit countries Anyway your culture has always been more influenced by SEA than Han Chinese (as in proper Yangtze Han Chinese, not the fringe indigenous tribes in Guangzhou/Guangxi). 

Just admit that you vietnamese are all a bunch of wannabe crap people. ALL the east asian people I've spoken to thinks of Vietnam as a very integral part of SEA, and we all think you're backward, dirty and speak in a horrible swearing language. Doesn't matter what crap you spout on Wikipedia, won't change the way people in the real world think.",1
"This was placed here because this user is a liar who has broken 3RR numerous times, a few days straight in a row.  That he chooses to attack me for his own hypocrisy now, is indicative of his wish that the previous warning to himself by another and outside user (on the Kingdom of England) is lessened in its effects.  What a fucktard.",1
"That's all bullshit, and you know it.",1
"""

 Help Please! An evil Wikipedia editor attacks aviation pioneers Coanda and Vuia constantly TAB 

Unfortunately, an evil Wikipedia editor (who uses a multitudes of names ( Romanianlies, Romaniantruths, Binksternet, Soundofmusicals, Andy Dingley, GraemeLeggett, BilCat, ... ) and is also in the Bord of Editors, so he has more power on Wikipedia that an ordinary contributor) has been attacking for more than three years various aviation pioneers, amongst others Traian Vuia and Henri Coanda, for unknown reasons. TAB 

In general, as soon as he sees the two names in Wikipedia articles he immediately adds the word """"unsuccessful"""" and other unjustified bad characterizations, multiple times.TAB 
TABTAB 
Any attempt to delete these unfair remarks always fails and the user who dare to confront Romanianlies gets suspended.TAB 
TABTAB 
Something has to be done. If you have an idea feel free to share it. This man is paid with donations from Wikipedia supporters and he simply abuses his position and denigrates, at will and with no justifications, personalities that he does not like.TABTAB

The last contribution of this evil man (under the name BilCat) was at this page: 
http://en.wikipedia.org/wiki/Aircraft_engine
where he added the word """"unsuccessful"""" in connection with Coanda-1910 plane/engine making it the only unsuccessful thing in a large list of engines.""",1
""":::It appears yo are blowing more Sh*&^ out of your rear end. and I have ample evidence that YOU care jack about """"good faith"""" except when it benefits you

The VERY FIRST SENTENCE of that book states. 

PREFACE. 

The object of this book is to show the circumstances under 
which the Federal Constitution was ratified by Pennsylvania. 

""",1
"""

I already added the citations that were needed. Some places said """"Citation needed"""" when there is no possible way to provide one. And note to Musicpvm (or whatever your name is), if you are such the expert on the English language then why can't you correct the crap yourself?""",1
"==Why does it bother you, fuckface?89.123.100.99  Suck my cock.",1
"There are lots of faggs in this world, and that's why this word is not an insult attack, so piss off!",1
"""

 Well a new section, I hope you read this 

I cursed at you previously, and it was deleted. To be honest; if I was face to face with you; I would have cursed at your mother. Your stupid fund raising mentality, and your inexistance at wikipedia doesn't represent your existance. 

In my humble opinition; you're an idiot. Not only an idiot, you're a dumb and stupid one for this whole wikipedia society.

Your democracy mentality lead to religious fendementalists to own and conqueer Turkish Wikipedia. And as a founder of it, with your permission to """"your free world"""" I want to curse to you. I wish I had had sex with your mother and your grand mother.

I wish I had your mother with your not eighteen daughter and all your siblings. And I want to do it,  just because you alloed me so.

Your unmarried sisters and your daughters are such beautiful sluts; just like you. If you would be a girl.

And from the bottom of of my heart; as you being the """"democratic"""" president of asshole of the freedom of the unfree world.

I would like to wish that, at least 10 people fists their head to your nazi ass.

Have a nice day.""",1
"Hey static, piss off because i provided proof with a link now stop changing every single edit i make you little fairy.",1
"Mark. Your semen is not viable. Were you to procreate, the children would be homosexuals. Do no procreate Mark, enough is enough.",1
Get the fucking arse off this website.,1
"Hey Jeremy! 

FUCK YOU!!! AND FUCK YOU ALAN! Good to know you mother fuckng pussies protect each other. Get a lfie with your empty threats you fucking faggot, you fucking stickingyour bare unprotected dicks within each other's assholes. FUCK YOU cocksucker!
Scratch my asshole and condensate the moisture from my dirty rectum onto the roof of your mouth then give me head.",1
"You're a motherfucking prick! 

So, you don't agree with my comments on alcohol, huh? Well, I don't know where you live (if I did, you'd be dead by now), but you fail at life for supporting alcohol. Go kill yourself, you asshole!",1
"Bullshit 
What the fuck are you annoying my edits on Wikipedia? Such a bullshit you're bitch! Wikipedia is free to everyone for edit asshole!! (anonymous) 06:30 28 February 2015 (UTC)",1
"""

 Apologies... 

Apparently you aren't too fond of my most recent contribution, in which I referred to you as a """"cunt"""". This word was admittedly a touch too strong. I hereby downgrade my insult to the more apt 'douche sack'.""",1
"This is RIDICULOUS 

Dude, all of this stuff is legit. I don't understand why it is such a big deal. The site has been featured by OFFICIAL Xbox Magazine (see that? OFFICIAL) and Xbox.com, yet another OFFICIAL website. We're just trying to help out, I don't understand what good you're doing anyone if you just leave them there. What, are we linking to porn? It's an Xbox site. All you can do is argue with other members of the site to make yourself feel better. Sockpuppet my ass, CAPiTA's trying to help out people who look at this site while all you can do is try and make it harder for people to find info. Do whatever you want, but you're just an ignorant hater that should lay off.

B Nanny",1
"Why the fuck did you delete my article, Battlefield Podcast, for no god damn reason? It's not the deleting that pisses me off, it's the fact that you didn't even tell me or give me a reason why it was deleted. Everyone who has read that enjoyed it, then someone like you comes and deletes it because they don't like podcasts about videogames. Too fucking bad.

You should get a girlfriend instead of spending your time on Wikipedia deleting perfecly fine articles like that, you tightarse loser.",1
"JamesBWatson 

Can you Guess what JamesBWatson calls you from behind your back. He calls you Bloody Guts. 58.7.187.142",1
"Um Dude I hate to FUCKING break this to you, but THE GAME is still on G-Unit.
http://www.thisis50.com/
WATCH THE FUCKING VIDEO AT THE TOP OF THE SCREEN.

NEXT TIME KNOW A THING OR TWO ABOUT HIP HOP BEFORE EDITING THE FUCKING WIKIPEDIA PAGE.",1
"Thank you for being a poopie pants 

All my base are belong to yooioooooooooooooooooooooooooooooooou.  Many people with poopie pants (like you) use their poopie pants to aid in the create process, other people try to imitate poopie pants, but are unsuccessful in shitting themselves (like me).  Anyway, psychologist study people who crap in their drawers for fun and pleasure as well as generating academic journal articles. Two foremost researchers in this field are Rachel Bishop and Meagan P. Storey  they may enjoy eating poop.",1
"Hi TK 

You, Terry Koeckritz, are a colossal tit. But of course, that's not really your name is it? Thats why you go round trying to hush it up. YOU AREN'T FOOLING ANYONE!!!!! n00b!!!!!!!!one!11",1
Go fuck yourself bitch,1
""" Threat =

I would apologize, but I have nothing to apologize for.

If you goose-stepping Nazis had common decency or half a brain, many of the edits you've been making, and the rationales for them wouldn't be made.

No wonder Wikipedia has become an absolute laughing stock throughout """"teh internets""""

cyclades

=""",1
I've had enough of you. Shut up.,1
"Let me make it perfectly clear... 

...that you are not entitled to rape as you are far too ugly. 94.116.191.218",1
"FAGGOT 
 FAGGOT 
 FAGGOT 
 FAGGOT",1
"I think mucha lucha is the most homosexual show i've ever witnessed in my life. Yep, even more than Borat. I mean, who in the right mind would want to watch a bunch of beaners wrestle? What the fuck is that.",1
What the hell is wrong with this thing ? why are my changes not showing?,1
"""

 You're a liar! You have been lying all along including today, and right here above! Gurubrahma, please see the following examples of lies from just today, and here I'll quote what I wrote to him earlier: 

 Kindly please stop lying if you wish me to stop pointing out your lies. It's very rude and disrespectful when I spend my time citing verifiable and reliable sources and you just lie outright, nevermind content, but even on just simply what's happening here, and here's an example of just how you just now did it before requesting that I stop calling you """"liars""""; from Wikipedia:Wikiquette_alerts#December_8, I quote your statement and my reply to it:

 QUOTED: """"I hope that now since all editors have reached a consensus on the article, and have tried to explain you in clearest possible words the difference between numeral symbols and numeral system, you would play a more constructive role. Thanks.   

 QUOTED: Why are you lying again here? yes, lying! As you had been doing for quite some time now and as I have pointed out. The dictionary defines a lie as """"1. A false statement deliberately presented as being true; a falsehood. 2. Something meant to deceive or give a wrong impression."""" First of all, """"all editors have reached a consensus on the article"""" is a demonstrable false statement that you should know is not true and that we're having this exchange here is evidence enough that it isn't, nevermind others. Second, here's your other BIG lie, you say others """"have tried to explain you in clearest possible words the difference between numeral symbols and numeral system"""", Oh really? why don't you tell everyone here that it is I who made the clearest distinction and as far as I remember and see on the page I was the first to make it between numeral symbols and numeral system, and you should know because you have been around. I clearly distinguished in my first post between the Arabic Numerals (1, 2, 3, 4...) and the Hindu-Arabic Numeral system in a paraphragh that begins with """"- For a start,"""" Talk:History_of_Indian_and_Arabic_numerals#RFC_2 and you should especially know, not just because youhave been around, but also because what you quoted above happens to be just the paragraph under it!  And again I made the distinction in """"the clearest possible words"""" when I proposed here, as my first(!) point in an suggested outline,  Talk:History_of_Indian_and_Arabic_numerals#Suggested_outline.2C_please_consider_and_discuss """"differentiate a specific numeral script (eg, Arabic Western, Arabic Eastern, Devanagari) from the numeral system (ie, Indian-Arabic, which includes many numerals scripts), the rest of the article should maintain this, it should also keep in mind what the readers may have searched for when looking up this article and cater for those needs (eg, is the reader looking up the Arabic Western numerals script or the Indian-Arabic Numeral system?)"""", and then again zocky, who prefers my version and is against yours, made the same disctinction Talk:History_of_Indian_and_Arabic_numerals#What_this_page_is_about. The dictionary defines a liar as """"One that tells lies"""" and """"a person who has lied or who lies repeatedly"""", if you want me to stop calling pointing out your lies stop lying! csssclll ()""""

 In addition, I did *not* start the POV fork (Alternative views on Arabic numerals). 

 In addition, you are being misleading and also lying about the following """"I replied to his comment at Wikipedia:Wikiquette_alerts#December_8, and at 22:08, asked him on Talk:Arabic numerals to respond to my comment at Wikipedia:Wikiquette_alerts#December_8. At 22:09 he said he had already replied on that page. I replied at 22:10 saying he hasn't. At 23:38 he posted a reply on Wikipedia:Wikiquette_alerts#December_8, and then posted a message on Talk:Arabic numerals claiming that I was blatantly """"lying"""" at 22:10 when I said he had'nt replied. Obviously, anyone who would look at the timings will take a second to figure out the truth.""""... Why do you not mention that you replied to someone else on Wikipedia:Wikiquette_alerts#December_8 at """"deeptrivia (talk) """", which I later on found and I replied to you at """"csssclll()"""", which you should be aware of because you replied at """"Thanks. deeptrivia (talk) """" but you don't mention this above!! ~Why don't you mention it?! You came to Talk:Arabic numerals within less than 5 mintutes and you posted at """"deeptrivia (talk) """" """"csssclll, unless you finally decide to read what others s",1
"Is something wrong with you, you piece of shit? Are you even looking at the edits that you're reverting?",1
Stay in the closet.,1
i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay i am gay,1
"ITS TIME TO KICK THESE LEFTIST FOOLS OFF WIKIPEDIA 

ENOUGH OF THIS LEFT WING PROPAGANDA AND NONSENSE",1
"To the psycho calling himself Majeston, who has no respect for the real name and meaning of this title, and hence is a genetic loser. We have viewed your postings and have found you to be unfamiliar and a failure at your understanding of the true ongoings of the Urantia movement. The facts are that the Urantia Readers-Intl is a large, fast moving, and growing organization that stayed with the original Midwayer mandates and the 1950 Doctorine of Trust - that is one reason why we grabbed the torch of the Urantia Brotherhood and still hold it in true light. 

The slow failure of the Urantia Book Fellowship has caused many of their misguided believers to join the Urantia Association International and the Urantia Readers-Intl... and these are the inside facts, which you are not a privy to. So, little man, here are the facts once again reinstated, for your reality....  if you delete us, we delete you (Fellowship); if you put the Urantia Book Fellowship link back in, and keep ours in, the we keep yours in; if you place the Urantia Book Fellowship link above us, we will place our link above you... you want a war, you got it.",1
"No, go ahead, we'd love to hear your bright ideas. Oh, wait, you are a coward, nevermind, f off",1
"Hi 

ru:%D0%A3%D1%87%D0%B0%D1%81%D1%82%D0%BD%D0%B8%D0%BA:Alex Smotrov
You want a fuck or dick? whats problem?",1
"stupid head 

YOur dumb and you are stupid die die die go suck a butt",1
"Communism 

U are gay",1
stop fuicky reverting my fucking edits it,1
"Stop reverting my edits

Please stop reverting my edits, you online stalker. Who do you think you are?",1
what happens mamas boy bitch steve,1
"Tard, my IP changes every time I reset my router. Your a wiki Nazi.",1
"Some Peoples on Here are stupid Idiots and Arrogant. I know what I am doing and what I am editing. I give them Sources and Reliable ones but they won't listen to the Crap I give them. These peoples are so bias. I guess i rue, They do give out false information.",1
"Bigger Bang Tour Memorable Moments 

Why did you remove the memorable moments from the Bigger Bang Tour page you wanker!
Thats vandalism!
Fuck off and die fuckwit!",1
Greg Thomas From Albuquerque New Mexico is Gay.,1
"FUCK YOU ALL! 

GO TO HELL!",1
lol! what a show of force. its YOU who is trying to WP:OWN wikipedia. supporting blatant lies and hypocrisy. dont you have any courage to face my proven and true edits than to block me?you cowards have not even proven 1 of my edits wrong as you all are supporters of lies and fake articles.108.78.177.132,1
"Regarding your sexuality
Is it true you iz a homo nigga? You is a skinny little dork fuck aren't ya? You have never had pussy have you boy? Never. You is a ninny is what you is. One one nigga. Bang blunts all day long son.",1
Thanks for pulling me into line Mike . I don't know what the fuck I would do without a wikinazi like you to help make something of myself. How do you know if Karl Stefanovic is not humanoid? Have you ever met him? No. Then revert back to my edit. You are a cunt.,1
You are a cunting cunt,1
I'll kick the shit out of you ya cunt,1
"Your JL Naudin deletion nomnination

Like I said RadioFan, have patience, and stop straining for fame over your assumptions. And did you notice the page was just created? You're being stupid.",1
"=Stupid Texans

It's funny how this is a part of Texas history and yet everyone in Texas today is a stupid redneck who can't speak a word of French, or Spanish, or any language other than English for that matter.",1
")

Sorry about the inconvient vandalism. I thought that you might enjoy a Lil' Jon parody though. Sorry again! 05:17, 5 June 2007 (UTC",1
"Try Android79, and DreamGuy

Both very unpopular with other Wikians, and both seem to be a%%holes, uneducated, arrogant,
and just dumb as a post.

beckjord",1
"A proposal to cut down on AIDS 

Less AIDS would be spread if you were to stop inserting your minuscule penis into little boys.",1
"""

Ok, let me say it again
Come on, now you guys are just being piece of shit jews. I mean you have to admit, the guys in pink floyd play their instruments about as slow as a nigger works. I shouldn't even call what they play music. It's just a bunch of alarm clocks and cashier regirsters! But you know what the most pretentious thing about them is, its their lyrics. All af their songs are just surrealist poetry sung over doom-noise pop, and everyone starts calling them genius's over it. The truth is, their songs have no meaning. Take the album """"The Wall"""" for instance; sure it tells a story, but what is the moral and the meaning of the story? And dont tell me that the purpose of their songs is to make you think. The only way that music as slow as pink floyd could make you fucking think is if you were just as stoned as they are, which you kikes probly are... 
And one last time: 1) pink floyd fucking sucks    2) david fuckmor should taste my ass    3) you should to""",1
"Hey f**king swine 

Doing bad? Suffering a lot?",1
"do me a favor alan, 

 == == == == FUCK OFF == == == ==",1
I have evry right to be pissed off!!!! even when I make decent edits you change them why whats up!?!?!? can't you're stupid American brains put the words together and form what we like to call a sentence????,1
"""

This is Not a Popularity Contest.  This is About being HISTORICALLY ACCURATE and if you REALLY BELIVE THERE WAS NO BLOOD spilled during the Indian Removal that you are eaither ignorant, uneducated, uncaring, disrespectful or all the above? Since Wiki is predjudice on what """"they"""" choose to use as reliable sources, please reference

1.) http://books.google.com/books?id=SP8WAQAAMAAJ&q;=Trail+of+blood+and+tears+%2B+native+american&dq;=Trail+of+blood+and+tears+%2B+native+american&hl;=en&ei;=Dq6CTv3GHtK3tgepoMDeBw&sa;=X&oi;=book_result&ct;=result&resnum;=8&sqi;=2&ved;=0CFUQ6AEwBw

2.) http://www.google.com/search?tbm=bks&tbo;=1&q;=Trail+of+blood+and+tears+%2B+native+american&btnG;=#sclient=psy-ab&hl;=en&tbo;=1&tbm;=bks&source;=hp&q;=%22Trail+of+blood+and+tears%22&pbx;=1&oq;=%22Trail+of+blood+and+tears%22&aq;=f&aqi;=&aql;=1&gs;_sm=e&gs;_upl=21216l21700l5l22370l2l2l0l0l0l0l203l312l0.1.1l2l0&bav;=on.2,or.r_gc.r_pw.&fp;=2ba85e9b8f16205f&biw;=1112&bih;=545

3.) http://www.google.com/search?tbm=bks&tbo;=1&q;=Trail+of+blood+and+tears+%2B+native+american&btnG;=#sclient=psy-ab&hl;=en&tbo;=1&tbm;=bks&source;=hp&q;=%22Trail+of+blood+and+tears%22+cherokee&pbx;=1&oq;=%22Trail+of+blood+and+tears%22+cherokee&aq;=f&aqi;=&aql;=1&gs;_sm=e&gs;_upl=28189l30279l6l30482l9l9l1l0l0l0l202l937l1.5.1l8l0&fp;=1&biw;=1112&bih;=545&bav;=on.2,or.r_gc.r_pw.&cad;=b

71.228.80.4  """,1
"Still, no one here wants this encyclopedia screwed by that dickhead. Also I'm not new here. I've been here for a while. As in honest about what I want for my birthday (in 2 days), have that dickhead blocked. User:Factual80man",1
"""
Also...good use of fuck.  As you noted, it's well tolerated on this page.   Talk• Contributions """,1
He's fucking mad! Mad I tell you! Muhahahaha!!!,1
"How About You Shut the Fuck Up? 

Stop fucking with my posts you fucking douche bag

I AM Joe Torres. Leave me be.",1
"lol 

Screaming @Wikipedia being your life, you're such a damn flop, I feel sorry for you",1
"No, but hook-nosed kikes like yourself do. Massive ones.",1
pathetic specimens like yourself,1
Mark asten is a pussy pussy pussy pussy pussy pussy pussy loser loser loser fucker fucker fucker hooker hooker hooker son of a bitch son of a bitch son of a bitchWelcome,1
"""a """"demon-possessed pedophile"""" [pedophile alone wasn't enough]
    *""",1
"wiki 

ur such a nerd man....why waste ur time editing wikipedia?",1
"Sockpuppetry

I am not a bloody sockpuppet, I am just a new user trying to contribute to Wikipedia.",1
"Horrible horrible... 

...little shit, That's what you are. Horrible horrible....

...things are going to happen to you, you meddling little fuck! 217.41.238.156",1
"hey stop editing my page jerk

NOTOC__",1
Oh wow last warning you aren't even a registered user!  Go get a girl or something or edit other Wikipedia articles just really get a fucking life!,1
"fuck you 

you're an idiot",1
this guy callled Kansas the arm taker is nothing but a loser provocateur. nobody should believe him. he is troling around and making a mess in wikipedia. he is sponsored by some weird government agancies . he is very racist and he thinks racism is the only way to use internet. please becareful for this one and report him right away.,1
Real Evil Little C U N T,1
Why are you doing this? Are you some sort of sadist or troll?,1
socalled deicision isnt worth shit,1
""":::The rude bastard ignored my private email to them as well. In it, I pointed out that since I was unable to defend myself against some horrible little troll called  who told me to go fuck myself in an edit summary and was grave dancing, perhaps they would be so kind to block them seeing as they were been incivil to me, like I was apparently to Caden.   But no it appears that Future Perfect Sunrise has double fucking standards.  It wouldn't be the first time in admin has displayed such disgusting double standards, and I'm sure it's not going to be the last. Future's Perfect Sunrise, it appears, is not so fucking perfect after all, and is instead a filthy overcast skyline full of hypocrisy and double standards.  talk 
""",1
FUCK YOU FUCK YOU FUCK YOUa,1
